| Natural Language Question | MongoDB Query | Collection Name |
| Find the user who took the longest time to acquire a write lock. | db.profiles.aggregate([{$unwind: "$lockStats.timeAcquiringMicros"}, {$sort: {"lockStats.timeAcquiringMicros.w": -1}}, {$limit: 1}, {$project: {user: 1, writeAcquireTime: "$lockStats.timeAcquiringMicros.w"}}]) | profiles |
| Retrieve the top 10 clients with the highest number of key updates. | db.profiles.find({}, {client: 1, keyUpdates: 1}).sort({keyUpdates: -1}).limit(10) | profiles |
| What is the total time spent locked for read operations by the client 'reporting'? | db.profiles.aggregate([{$match: {client: "reporting"}}, {$unwind: "$lockStats.timeLockedMicros"}, {$group: {_id: null, totalReadLockedTime: {$sum: "$lockStats.timeLockedMicros.r"}}}]) | profiles |
| Calculate the average number of documents scanned for the namespace 'school.students'. | db.profiles.aggregate([{$match: {ns: "school.students"}}, {$group: {_id: null, avgDocsScanned: {$avg: "$nscanned"}}}]) | profiles |
| Retrieve the top 5 clients with the highest response lengths. | db.profiles.find({}, {client: 1, responseLength: 1}).sort({responseLength: -1}).limit(5) | profiles |
| Find the clients with the user 'admin' and operation type 'update'. | db.profiles.find({user: "admin", op: "update"}, {client: 1}) | profiles |
| What is the maximum time spent acquiring a write lock? | db.profiles.aggregate([{$unwind: "$lockStats.timeAcquiringMicros"}, {$group: {_id: null, maxWriteAcquireTime: {$max: "$lockStats.timeAcquiringMicros.w"}}}]) | profiles |
| Retrieve the clients with the namespace 'school.teachers' and operation type 'insert'. | db.profiles.find({ns: "school.teachers", op: "insert"}, {client: 1}) | profiles |
| What is the minimum time spent locked for write operations? | db.profiles.aggregate([{$unwind: "$lockStats.timeLockedMicros"}, {$group: {_id: null, minWriteLockedTime: {$min: "$lockStats.timeLockedMicros.w"}}}]) | profiles |
| Calculate the average number of documents skipped for the operation type 'findAndModify'. | db.profiles.aggregate([{$match: {op: "findAndModify"}}, {$group: {_id: null, avgDocsSkipped: {$avg: "$ntoskip"}}}]) | profiles |
| Find the clients with the user 'instructor' and response length between 1000 and 5000 bytes. | db.profiles.find({user: "instructor", responseLength: {$gte: 1000, $lte: 5000}}, {client: 1}) | profiles |
| What is the maximum time spent locked for read operations? | db.profiles.aggregate([{$unwind: "$lockStats.timeLockedMicros"}, {$group: {_id: null, maxReadLockedTime: {$max: "$lockStats.timeLockedMicros.r"}}}]) | profiles |
| Retrieve the clients with the operation type 'find' and number of documents returned between 100 and 500. | db.profiles.find({op: "find", nreturned: {$gte: 100, $lte: 500}}, {client: 1}) | profiles |
| Calculate the average number of documents scanned for the operation type 'update'. | db.profiles.aggregate([{$match: {op: "update"}}, {$group: {_id: null, avgDocsScanned: {$avg: "$nscanned"}}}]) | profiles |
| Find the clients with the user 'studentApp' and number of key updates between 10 and 100. | db.profiles.find({user: "studentApp", keyUpdates: {$gte: 10, $lte: 100}}, {client: 1}) | profiles |
| What is the minimum time spent acquiring a read lock? | db.profiles.aggregate([{$unwind: "$lockStats.timeAcquiringMicros"}, {$group: {_id: null, minReadAcquireTime: {$min: "$lockStats.timeAcquiringMicros.r"}}}]) | profiles |
| Retrieve the clients with the namespace 'school.grades' and number of documents returned between 100 and 500. | db.profiles.find({ns: "school.grades", nreturned: {$gte: 100, $lte: 500}}, {client: 1}) | profiles |
| Find the clients with the operation type 'getMore' and execution time between 1000 and 5000 milliseconds. | db.profiles.find({op: "getMore", millis: {$gte: 1000, $lte: 5000}}, {client: 1}) | profiles |
| What is the maximum number of key updates for a client? | db.profiles.aggregate([{$group: {_id: null, maxKeyUpdates: {$max: "$keyUpdates"}}}]) | profiles |
| Retrieve the clients with the user 'backgroundJob' and number of yield operations between 10 and 100. | db.profiles.find({user: "backgroundJob", numYield: {$gte: 10, $lte: 100}}, {client: 1}) | profiles |
| Calculate the average response length for the operation type 'aggregate'. | db.profiles.aggregate([{$match: {op: "aggregate"}}, {$group: {_id: null, avgResponseLength: {$avg: "$responseLength"}}}]) | profiles |

| What is the average time spent locked for write operations by the client 'bulkImporter'? | db.profiles.aggregate([{$match: {client: "bulkImporter"}}, {$unwind: "$lockStats.timeLockedMicros"}, {$group: {_id: null, avgWriteLockedTime: {$avg: "$lockStats.timeLockedMicros.w"}}}]) | profiles |
| Find the clients that executed queries on the namespace 'school.attendance'. | db.profiles.find({ns: "school.attendance"}, {client: 1}) | profiles |
| Retrieve the top 3 clients with the highest number of documents scanned. | db.profiles.find({}, {client: 1, nscanned: 1}).sort({nscanned: -1}).limit(3) | profiles |
| What is the total execution time for the client 'reportGenerator'? | db.profiles.aggregate([{$match: {client: "reportGenerator"}}, {$group: {_id: null, totalExecutionTime: {$sum: "$millis"}}}]) | profiles |
| Find the clients that performed write operations (insert, update, or delete) on the namespace 'school.fees'. | db.profiles.find({ns: "school.fees", op: {$in: ["insert", "update", "delete"]}}, {client: 1}) | profiles |
| Retrieve the clients with the user 'accountsManager' and operation type 'update'. | db.profiles.find({user: "accountsManager", op: "update"}, {client: 1}) | profiles |
| What is the maximum response length for the namespace 'school.staff'? | db.profiles.aggregate([{$match: {ns: "school.staff"}}, {$group: {_id: null, maxResponseLength: {$max: "$responseLength"}}}]) | profiles |
| Calculate the average number of yield operations for the operation type 'findAndModify'. | db.profiles.aggregate([{$match: {op: "findAndModify"}}, {$group: {_id: null, avgYieldOperations: {$avg: "$numYield"}}}]) | profiles |
| Retrieve the clients with the user 'libraryApp' and number of documents returned between 20 and 100. | db.profiles.find({user: "libraryApp", nreturned: {$gte: 20, $lte: 100}}, {client: 1}) | profiles |
| What is the minimum execution time for queries on the namespace 'school.timetable'? | db.profiles.aggregate([{$match: {ns: "school.timetable"}}, {$group: {_id: null, minExecutionTime: {$min: "$millis"}}}]) | profiles |
| Find the clients that executed write operations (insert, update, or delete) on the namespace 'school.transport'. | db.profiles.find({ns: "school.transport", op: {$in: ["insert", "update", "delete"]}}, {client: 1}) | profiles |
| Retrieve the clients with the user 'examCell' and operation type 'insert'. | db.profiles.find({user: "examCell", op: "insert"}, {client: 1}) | profiles |
| What is the maximum time spent acquiring a read lock for the namespace 'school.results'? | db.profiles.aggregate([{$match: {ns: "school.results"}}, {$unwind: "$lockStats.timeAcquiringMicros"}, {$group: {_id: null, maxReadAcquireTime: {$max: "$lockStats.timeAcquiringMicros.r"}}}]) | profiles |
| Find the clients that executed queries on the namespace 'school.events' and took more than 5 seconds to complete. | db.profiles.find({ns: "school.events", millis: {$gt: 5000}}, {client: 1}) | profiles |
| Retrieve the clients with the user 'parentApp' and operation type 'find'. | db.profiles.find({user: "parentApp", op: "find"}, {client: 1}) | profiles |
| What is the minimum number of key updates for the client 'dataImporter'? | db.profiles.aggregate([{$match: {client: "dataImporter"}}, {$group: {_id: null, minKeyUpdates: {$min: "$keyUpdates"}}}]) | profiles |
| Find the clients that executed queries on the namespace 'school.alumni' and scanned more than 10000 documents. | db.profiles.find({ns: "school.alumni", nscanned: {$gt: 10000}}, {client: 1}) | profiles |
| Retrieve the clients with the user 'hostelApp' and number of documents to return between 50 and 200. | db.profiles.find({user: "hostelApp", ntoreturn: {$gte: 50, $lte: 200}}, {client: 1}) | profiles |
| What is the maximum time spent locked for read operations for the namespace 'school.employees'? | db.profiles.aggregate([{$match: {ns: "school.employees"}}, {$unwind: "$lockStats.timeLockedMicros"}, {$group: {_id: null, maxReadLockedTime: {$max: "$lockStats.timeLockedMicros.r"}}}]) | profiles |
| Find the clients that executed queries on the namespace 'school.payroll' and returned more than 500 documents. | db.profiles.find({ns: "school.payroll", nreturned: {$gt: 500}}, {client: 1}) | profiles |
| Calculate the average number of documents to skip for queries with operation type 'find'. | db.profiles.aggregate([{$match: {op: "find"}}, {$group: {_id: null, avgDocsToSkip: {$avg: "$ntoskip"}}}]) | profiles |
| Retrieve the clients with the user 'admissionApp' and number of yield operations between 5 and 20. | db.profiles.find({user: "admissionApp", numYield: {$gte: 5, $lte: 20}}, {client: 1}) | profiles |
| What is the minimum response length for queries on the namespace 'school.resources'? | db.profiles.aggregate([{$match: {ns: "school.resources"}}, {$group: {_id: null, minResponseLength: {$min: "$responseLength"}}}]) | profiles |

| What are the names of countries that have more than one alternate spelling? | db.countries.find({ altSpellings: { $exists: true, $size: { $gt: 1 } } }, { name: 1, altSpellings: 1, _id: 0 }) | countries |
| Which countries have an area greater than 1,000,000 square kilometers? | db.countries.find({ area: { $gt: 1000000 } }, { name: 1, area: 1, _id: 0 }) | countries |
| Find the countries that share borders with the United States. | db.countries.find({ borders: "USA" }, { name: 1, borders: 1, _id: 0 }) | countries |
| List the countries with multiple calling codes. | db.countries.find({ callingCode: { $exists: true, $size: { $gt: 1 } } }, { name: 1, callingCode: 1, _id: 0 }) | countries |
| What is the capital city of France? | db.countries.findOne({ name: { common: "France" } }, { capital: 1, _id: 0 }) | countries |
| Get the list of landlocked countries in Europe. | db.countries.find({ landlocked: true, region: "Europe" }, { name: 1, landlocked: 1, region: 1, _id: 0 }) | countries |
| Which countries use the Euro as their currency? | db.countries.find({ currency: "EUR" }, { name: 1, currency: 1, _id: 0 }) | countries |
| Retrieve the demonym (name for residents) of Japan. | db.countries.findOne({ name: { common: "Japan" } }, { demonym: 1, _id: 0 }) | countries |
| List the countries in the Caribbean subregion. | db.countries.find({ subregion: "Caribbean" }, { name: 1, subregion: 1, _id: 0 }) | countries |
| What are the top-level domains (TLDs) used by Australia? | db.countries.findOne({ name: { common: "Australia" } }, { tld: 1, _id: 0 }) | countries |
| Get the names of countries that have "land" in their common name. | db.countries.find({ "name.common": { $regex: /land/, $options: 'i' } }, { name: 1, _id: 0 }) | countries |
| Find countries that have at least three borders. | db.countries.find({ borders: { $exists: true, $size: { $gte: 3 } } }, { name: 1, borders: 1, _id: 0 }) | countries |
| Retrieve the country details for the Czech Republic. | db.countries.findOne({ name: { common: "Czech Republic" } }, { _id: 0 }) | countries |
| List the countries in the Middle East region. | db.countries.find({ region: "Middle East" }, { name: 1, region: 1, _id: 0 }) | countries |
| Which countries have a calling code starting with "+1"? | db.countries.find({ callingCode: { $elemMatch: { $regex: /^\\+1/ } } }, { name: 1, callingCode: 1, _id: 0 }) | countries |
| Get the names of countries that have "Islands" in their alternate spellings. | db.countries.find({ altSpellings: { $regex: /Islands/i } }, { name: 1, altSpellings: 1, _id: 0 }) | countries |
| Find the country with the smallest area. | db.countries.find({}, { name: 1, area: 1, _id: 0 }).sort({ area: 1 }).limit(1) | countries |
| Retrieve the country details for the United Arab Emirates. | db.countries.findOne({ name: { common: "United Arab Emirates" } }, { _id: 0 }) | countries |
| Get the names of countries that have "Republic" in their common name. | db.countries.find({ "name.common": { $regex: /Republic/i } }, { name: 1, _id: 0 }) | countries |
| Find the countries that have a CIOC (International Olympic Committee) code starting with "C". | db.countries.find({ cioc: { $regex: /^C/ } }, { name: 1, cioc: 1, _id: 0 }) | countries |
| Retrieve the country details for Switzerland. | db.countries.findOne({ name: { common: "Switzerland" } }, { _id: 0 }) | countries |
| Which countries have a top-level domain containing ".gov"? | db.countries.find({ tld: { $regex: /\\.gov/ } }, { name: 1, tld: 1, _id: 0 }) | countries |
| Get the names of countries that have "United" in their common name. | db.countries.find({ "name.common": { $regex: /United/i } }, { name: 1, _id: 0 }) | countries |
| List the landlocked countries in South America. | db.countries.find({ landlocked: true, region: "South America" }, { name: 1, landlocked: 1, region: 1, _id: 0 }) | countries |

| Which countries have an ISO 3166-1 numeric code (ccn3) starting with "8"? | db.countries.find({ ccn3: { $regex: /^8/ } }, { name: 1, ccn3: 1, _id: 0 }) | countries |
| Get the names of countries that have "Kingdom" in their common name. | db.countries.find({ "name.common": { $regex: /Kingdom/i } }, { name: 1, _id: 0 }) | countries |
| List the countries that have "America" in their alternate spellings. | db.countries.find({ altSpellings: { $regex: /America/i } }, { name: 1, altSpellings: 1, _id: 0 }) | countries |
| Which countries have a top-level domain (TLD) containing ".co"? | db.countries.find({ tld: { $regex: /\\.co/ } }, { name: 1, tld: 1, _id: 0 }) | countries |
| Get the names of countries that have "Democratic" in their common name. | db.countries.find({ "name.common": { $regex: /Democratic/i } }, { name: 1, _id: 0 }) | countries |
| List the countries that have a calling code starting with "+7". | db.countries.find({ callingCode: { $elemMatch: { $regex: /^\\+7/ } } }, { name: 1, callingCode: 1, _id: 0 }) | countries |
| Which countries have "Republic" or "Federation" in their common name? | db.countries.find({ "name.common": { $regex: /Republic\|Federation/i } }, { name: 1, _id: 0 }) | countries |
| Get the names of countries that have "Saint" in their common name. | db.countries.find({ "name.common": { $regex: /Saint/i } }, { name: 1, _id: 0 }) | countries |
| List the countries that have a currency code "USD". | db.countries.find({ currency: "USD" }, { name: 1, currency: 1, _id: 0 }) | countries |
| Find the countries that have a CIOC (International Olympic Committee) code ending with "A". | db.countries.find({ cioc: { $regex: /A$/ } }, { name: 1, cioc: 1, _id: 0 }) | countries |
| Which countries have a top-level domain (TLD) containing ".uk"? | db.countries.find({ tld: { $regex: /\\.uk/ } }, { name: 1, tld: 1, _id: 0 }) | countries |
| Get the names of countries that have "Island" in their common name. | db.countries.find({ "name.common": { $regex: /Island/i } }, { name: 1, _id: 0 }) | countries |
| List the countries that have a calling code starting with "+60". | db.countries.find({ callingCode: { $elemMatch: { $regex: /^\\+60/ } } }, { name: 1, callingCode: 1, _id: 0 }) | countries |
| Which countries have "People's" in their common name? | db.countries.find({ "name.common": { $regex: /People's/i } }, { name: 1, _id: 0 }) | countries |
| Get the names of countries that have "City" in their common name. | db.countries.find({ "name.common": { $regex: /City/i } }, { name: 1, _id: 0 }) | countries |
| List the countries that have a currency code "GBP". | db.countries.find({ currency: "GBP" }, { name: 1, currency: 1, _id: 0 }) | countries |
| Find the countries that have a CIOC (International Olympic Committee) code starting with "Z". | db.countries.find({ cioc: { $regex: /^Z/ } }, { name: 1, cioc: 1, _id: 0 }) | countries |
| Which countries have a top-level domain (TLD) containing ".fr"? | db.countries.find({ tld: { $regex: /\\.fr/ } }, { name: 1, tld: 1, _id: 0 }) | countries |
| Get the names of countries that have "State" in their common name. | db.countries.find({ "name.common": { $regex: /State/i } }, { name: 1, _id: 0 }) | countries |
| List the countries that have a calling code starting with "+27". | db.countries.find({ callingCode: { $elemMatch: { $regex: /^\\+27/ } } }, { name: 1, callingCode: 1, _id: 0 }) | countries |
| List the countries that have a currency code "EUR". | db.countries.find({ currency: "EUR" }, { name: 1, currency: 1, _id: 0 }) | countries |
| Find the countries that have a CIOC (International Olympic Committee) code ending with "Z". | db.countries.find({ cioc: { $regex: /Z$/ } }, { name: 1, cioc: 1, _id: 0 }) | countries |

| List the titles of books published after January 1, 2010 | `db.books.find({"publishedDate": {$gt: new Date("2010-01-01")}}, {"title": 1, "_id": 0})` | books |
| Find books with the category "Fiction" | `db.books.find({"categories": "Fiction"})` | books |
| Get books with multiple authors | `db.books.find({"authors": {$size: {$gt: 1}}})` | books |
| Find books with a description longer than 500 characters | db.books.find({ $expr: { $gt: [{ $strLenCP: "$longDescription" }, 500] } }) | books |
| Find books with the category "Science Fiction" or "Fantasy" | `db.books.find({"categories": {$in: ["Science Fiction", "Fantasy"]}})` | books |
| List the titles of books with more than 3 categories | `db.books.find({"categories": {$size: {$gt: 3}}}, {"title": 1, "_id": 0})` | books |
| Find books with a thumbnail URL starting with "http://example.com" | `db.books.find({"thumbnailUrl": {$regex: /^http:\/\/example\.com/}})` | books |
| Get books with a page count between 200 and 400 | `db.books.find({"pageCount": {$gte: 200, $lte: 400}})` | books |
| List the titles and authors of books published in 2015 | `db.books.find({"publishedDate": {$gte: new Date("2015-01-01"), $lt: new Date("2016-01-01")}}, {"title": 1, "authors": 1, "_id": 0})` | books |
| Find books with the category "Non-Fiction" and a page count greater than 300 | `db.books.find({"categories": "Non-Fiction", "pageCount": {$gt: 300}})` | books |
| Get books with a short description containing the word "adventure" | `db.books.find({"shortDescription": {$regex: /adventure/i}})` | books |
| List the titles of books with at least one author starting with "J" | `db.books.find({"authors": {$regex: /^J/}}, {"title": 1, "_id": 0})` | books |
| Find books with the category "History" and published after 2010 | `db.books.find({"categories": "History", "publishedDate": {$gt: new Date("2010-01-01")}})` | books |
| Get books with a long description containing the phrase "New York Times" | `db.books.find({"longDescription": {$regex: /New York Times/}})` | books |
| List the titles and categories of books with a page count less than 150 | `db.books.find({"pageCount": {$lt: 150}}, {"title": 1, "categories": 1, "_id": 0})` | books |
| Find books with the author "Stephen King" and the category "Horror" | `db.books.find({"authors": "Stephen King", "categories": "Horror"})` | books |
| Get books with a thumbnail URL ending with ".jpg" | `db.books.find({"thumbnailUrl": {$regex: /\.jpg$/}})` | books |
| List the titles of books with the category "Biography" or "Autobiography" | `db.books.find({"categories": {$in: ["Biography", "Autobiography"]}}, {"title": 1, "_id": 0})` | books |
| Find books with the author "Jane Austen" and a page count between 300 and 500 | `db.books.find({"authors": "Jane Austen", "pageCount": {$gte: 300, $lte: 500}})` | books |
| Get books with a short description containing the word "mystery" | `db.books.find({"shortDescription": {$regex: /mystery/i}})` | books |
| List the titles and authors of books with the category "Travel" | `db.books.find({"categories": "Travel"}, {"title": 1, "authors": 1, "_id": 0})` | books |
| Find books with the author "J.R.R. Tolkien" and the category "Fantasy" | `db.books.find({"authors": "J.R.R. Tolkien", "categories": "Fantasy"})` | books |
| Get books with a long description containing the phrase "best-selling" | `db.books.find({"longDescription": {$regex: /best-selling/i}})` | books |
| List the titles of books with the category "Cooking" and a page count greater than 200 | `db.books.find({"categories": "Cooking", "pageCount": {$gt: 200}}, {"title": 1, "_id": 0})` | books |
| Get the title and authors of books with an ISBN exactly 13 characters long | db.books.find({ $expr: { $eq: [{ $strLenCP: "$isbn" }, 13] } }, { title: 1, authors: 1, _id: 0 }) | books |
| Update the long description of books with a short description longer than 150 characters to include "See more details" | db.books.updateMany({ $expr: { $gt: [{ $strLenCP: "$shortDescription" }, 150] } }, { $set: { longDescription: { $concat: ["$longDescription", " See more details."] } } }) | books |
| Find books with a thumbnail URL longer than 60 characters | db.books.find({ $expr: { $gt: [{ $strLenCP: "$thumbnailUrl" }, 60] } }) | books |
| Get the title and categories of books with an ISBN longer than 13 characters | db.books.find({ $expr: { $gt: [{ $strLenCP: "$isbn" }, 13] } }, { title: 1, categories: 1, _id: 0 }) | books |
| Get the count of books with an author name longer than 20 characters | db.books.aggregate([{ $unwind: "$authors" }, { $match: { $expr: { $gt: [{ $strLenCP: "$authors" }, 20] } } }, { $group: { _id: null, count: { $sum: 1 } } }]) | books |
| Find books with a title longer than 50 characters | db.books.find({ $expr: { $gt: [{ $strLenCP: "$title" }, 50] } }) | books |
| Get the title and authors of books with a short description between 100 and 200 characters | db.books.find({ $expr: { $and: [{ $gte: [{ $strLenCP: "$shortDescription" }, 100] }, { $lte: [{ $strLenCP: "$shortDescription" }, 200] }] } }, { title: 1, authors: 1, _id: 0 }) | books |
| Find books with a long description longer than 1000 characters | db.books.find({ $expr: { $gt: [{ $strLenCP: "$longDescription" }, 1000] } }) | books |

| Find all users whose city is 'New York' and country is 'USA'. | `db.users.find({"address.city": "New York", "address.country": "USA"})` | users |
| Get the count of users who have a Visa card. | `db.users.count({"card.card_type": "Visa"})` | users |
| List the first names and last names of unmarried users. | `db.users.find({"married_status": false}, {"first_name": 1, "last_name": 1, "_id": 0})` | users |
| Find users whose card balance is greater than $5000. | `db.users.find({"card.balance": {$gt: "5000"}})` | users |
| Retrieve users from the UK and their card details. | `db.users.find({"address.country": "UK"}, {"card": 1})` | users |
| Get the distinct currency codes used by users' cards. | `db.users.distinct("card.currency_code")` | users |
| Find users whose card number starts with '4' (indicating Visa). | `db.users.find({"card.card_number": /^4/})` | users |
| List the email addresses of female users from California. | `db.users.find({"gender": "female", "address.state": "California"}, {"email": 1, "_id": 0})` | users |
| Retrieve users with American Express cards and their full addresses. | `db.users.find({"card.card_type": "American Express"}, {"address": 1})` | users |
| Count the number of users from each country. | `db.users.aggregate([{"$group": {"_id": "$address.country", "count": {"$sum": 1}}}])` | users |
| Find users whose card balance is less than $1000 and their marital status. | `db.users.find({"card.balance": {$lt: "1000"}}, {"married_status": 1})` | users |
| Get users from Germany whose card type is Mastercard. | `db.users.find({"address.country": "Germany", "card.card_type": "Mastercard"})` | users |
| List the email addresses of married users with Visa cards. | `db.users.find({"married_status": true, "card.card_type": "Visa"}, {"email": 1, "_id": 0})` | users |
| Retrieve users from Australia with a card balance greater than $10000. | `db.users.find({"address.country": "Australia", "card.balance": {$gt: "10000"}})` | users |
| Count the number of users with each card type. | `db.users.aggregate([{"$group": {"_id": "$card.card_type", "count": {"$sum": 1}}}])` | users |
| Find users from India whose card number ends with '1234'. | `db.users.find({"address.country": "India", "card.card_number": /1234$/})` | users |
| List the full names of male users from Canada. | `db.users.find({"gender": "male", "address.country": "Canada"}, {"first_name": 1, "last_name": 1, "_id": 0})` | users |
| Retrieve users with a Mastercard and their city and state. | `db.users.find({"card.card_type": "Mastercard"}, {"address.city": 1, "address.state": 1})` | users |
| Get the count of single users from each country. | `db.users.aggregate([{"$match": {"married_status": false}}, {"$group": {"_id": "$address.country", "count": {"$sum": 1}}}])` | users |
| Find users whose card number contains '5678'. | `db.users.find({"card.card_number": /5678/})` | users |
| List the email addresses of users from Spain with a Discover card. | `db.users.find({"address.country": "Spain", "card.card_type": "Discover"}, {"email": 1, "_id": 0})` | users |
| Retrieve users from Mexico with a card balance between $2000 and $5000. | `db.users.find({"address.country": "Mexico", "card.balance": {$gte: "2000", $lte: "5000"}})` | users |
| Count the number of married users from each state in the USA. | `db.users.aggregate([{"$match": {"married_status": true, "address.country": "USA"}}, {"$group": {"_id": "$address.state", "count": {"$sum": 1}}}])` | users |
| Find users from Brazil whose card type is not Visa or Mastercard. | `db.users.find({"address.country": "Brazil", "card.card_type": {$nin: ["Visa", "Mastercard"]}})` | users |
| List the full names and card details of users from France. | `db.users.find({"address.country": "France"}, {"first_name": 1, "last_name": 1, "card": 1, "_id": 0})` | users |
| Retrieve users from Italy with a card balance greater than $3000 and their marital status. | `db.users.find({"address.country": "Italy", "card.balance": {$gt: "3000"}}, {"married_status": 1})` | users |
| Get the count of users with each combination of country and card type. | `db.users.aggregate([{"$group": {"_id": {"country": "$address.country", "card_type": "$card.card_type"}, "count": {"$sum": 1}}}])` | users |
| Find users from Japan whose city is 'Tokyo' and their card details. | `db.users.find({"address.country": "Japan", "address.city": "Tokyo"}, {"card": 1})` | users |

| Find users who are either from the USA or have a Visa card, and their card balance is greater than $2000. | `db.users.find({$or: [{"address.country": "USA"}, {"card.card_type": "Visa"}], "card.balance": {$gt: "2000"}})` | users |
| Get the total card balance of married users from each country, sorted by the total balance in descending order. | `db.users.aggregate([{$match: {"married_status": true}}, {$group: {"_id": "$address.country", "total_balance": {$sum: {$toDouble: "$card.balance"}}}}, {$sort: {"total_balance": -1}}])` | users |
| List the full names of users who have a Mastercard and live in either California or New York, along with their city and state. | `db.users.find({"card.card_type": "Mastercard", "address.state": {$in: ["California", "New York"]}}, {"first_name": 1, "last_name": 1, "address.city": 1, "address.state": 1, "_id": 0})` | users |
| Retrieve users whose card balance is in the top 10% for their country, along with their country, card type, and balance. | `db.users.aggregate([{$group: {"_id": {"country": "$address.country", "card_type": "$card.card_type"}, "balances": {$push: {$toDouble: "$card.balance"}}}}, {$unwind: "$balances"}, {$sort: {"balances": -1}}, {$group: {"_id": {"country": "$_id.country", "card_type": "$_id.card_type"}, "top_balances": {$push: "$balances"}, "_id": 0}}, {$project: {"top_balances": {$slice: ["$top_balances", {$trunc: {$multiply: [{$size: "$top_balances"}, 0.9]}}]}, "_id": 0}}, {$unwind: "$top_balances"}, {$replaceRoot: {newRoot: {$mergeObjects: [{$arrayElemAt: ["$top_balances", 0]}, {"country": "$_id.country", "card_type": "$_id.card_type"}]}}}, {$project: {"_id": 0, "country": 1, "card_type": 1, "balance": {$toString: "$value"}}}])` | users |
| Find users who are married and have a card balance greater than the average balance of users from their country, and return their full name, country, card type, and balance. | `db.users.aggregate([{$match: {"married_status": true}}, {$group: {"_id": {"country": "$address.country", "card_type": "$card.card_type"}, "avg_balance": {$avg: {$toDouble: "$card.balance"}}}}, {$replaceRoot: {newRoot: {$mergeObjects: [{$arrayElemAt: ["$avg_balance", 0]}, "$$ROOT"]}}}, {$match: {"card.balance": {$gt: {$toString: "$avg_balance"}}}}, {$project: {"first_name": 1, "last_name": 1, "address.country": 1, "card.card_type": 1, "card.balance": 1, "_id": 0}}])` | users |
| Get the count of users from each state in the USA, grouped by marital status and card type, sorted by state and marital status. | `db.users.aggregate([{$match: {"address.country": "USA"}}, {$group: {"_id": {"state": "$address.state", "married_status": "$married_status", "card_type": "$card.card_type"}, "count": {$sum: 1}}}, {$sort: {"_id.state": 1, "_id.married_status": 1, "_id.card_type": 1}}])` | users |

| Find users whose card balance is in the top 25% for their country and card type, and return their full name, country, card type, and balance sorted by balance in descending order. | `db.users.aggregate([{$group: {"_id": {"country": "$address.country", "card_type": "$card.card_type"}, "balances": {$push: {$toDouble: "$card.balance"}}}}, {$unwind: "$balances"}, {$sort: {"balances": -1}}, {$group: {"_id": {"country": "$_id.country", "card_type": "$_id.card_type"}, "top_balances": {$push: "$balances"}, "_id": 0}}, {$project: {"top_balances": {$slice: ["$top_balances", {$trunc: {$multiply: [{$size: "$top_balances"}, 0.75]}}]}, "_id": 0}}, {$unwind: "$top_balances"}, {$replaceRoot: {newRoot: {$mergeObjects: [{$arrayElemAt: ["$top_balances", 0]}, {"country": "$_id.country", "card_type": "$_id.card_type"}]}}}, {$sort: {"value": -1}}, {$project: {"first_name": 1, "last_name": 1, "country": "$address.country", "card_type": 1, "balance": {$toString: "$value"}, "_id": 0}}])` | users |
| Get the average card balance of married users from each country, but only include countries where the average balance is greater than $5000, and sort the results by the average balance in descending order. | `db.users.aggregate([{$match: {"married_status": true}}, {$group: {"_id": "$address.country", "avg_balance": {$avg: {$toDouble: "$card.balance"}}}}, {$match: {"avg_balance": {$gt: 5000}}}, {$sort: {"avg_balance": -1}}])` | users |
| Find users who have a card balance greater than the average balance of users from their city, and return their full name, city, state, card type, and balance sorted by city and then balance in descending order. | `db.users.aggregate([{$group: {"_id": {"city": "$address.city", "card_type": "$card.card_type"}, "avg_balance": {$avg: {$toDouble: "$card.balance"}}}}, {$replaceRoot: {newRoot: {$mergeObjects: [{$arrayElemAt: ["$avg_balance", 0]}, "$$ROOT"]}}}, {$match: {"card.balance": {$gt: {$toString: "$avg_balance"}}}}, {$project: {"first_name": 1, "last_name": 1, "address.city": 1, "address.state": 1, "card.card_type": 1, "card.balance": 1, "_id": 0}}, {$sort: {"address.city": 1, "card.balance": -1}}])` | users |
| Get the count of users from each combination of country, state, and card type, but only include combinations where the count is greater than 10, and sort the results by country, state, and then count in descending order. | `db.users.aggregate([{$group: {"_id": {"country": "$address.country", "state": "$address.state", "card_type": "$card.card_type"}, "count": {$sum: 1}}}, {$match: {"count": {$gt: 10}}}, {$sort: {"_id.country": 1, "_id.state": 1, "count": -1}}])` | users |
